Rank,Name,Wallet,Shards,wShards,Odyssey Drop
2651,Pedros,0x3742…6c30,2700,6700,19.89029496
2652,0xa1a9…1fc1,0xa1a9…1fc1,0,6600,19.59342489
2653,0x1cde…d581,0x1cde…d581,0,6600,19.59342489
2654,0x9929…8901,0x9929…8901,0,6600,19.59342489
2655,0x7a2b…05ef,0x7a2b…05ef,250,6600,19.59342489
2656,0xca02…e8de,0xca02…e8de,0,6500,19.29655481
2657,0xdcdd…7603,0xdcdd…7603,0,6500,19.29655481
2658,0xab99…de4f,0xab99…de4f,0,6500,19.29655481
2659,0xcae1…f247,0xcae1…f247,350,6500,19.29655481
2660,0x3d11…0acb,0x3d11…0acb,0,6300,18.70281467
2661,0xc265…6a07,0xc265…6a07,0,6300,18.70281467
2662,0xcd3c…1aef,0xcd3c…1aef,0,6300,18.70281467
2663,0x86fc…fb13,0x86fc…fb13,0,6300,18.70281467
2664,0xd93b…a04c,0xd93b…a04c,0,6200,18.40594459
2665,0x3659…e52a,0x3659…e52a,0,6200,18.40594459
2666,0xd18a…1fe9,0xd18a…1fe9,0,6200,18.40594459
2667,0xd3a9…f78e,0xd3a9…f78e,0,6200,18.40594459
2668,Nezha,0x60fc…4a5d,20800,6200,18.40594459
2669,0xe1a3…8520,0xe1a3…8520,0,6100,18.10907452
2670,0x80ac…afb5,0x80ac…afb5,0,6000,17.81220444
2671,0x8916…27b3,0x8916…27b3,0,6000,17.81220444
2672,Zelenyah,0xbcf9…39bd,2900,6000,17.81220444
2673,0xb2e3…43ea,0xb2e3…43ea,0,6000,17.81220444
2674,0x638a…f10a,0x638a…f10a,0,5800,17.2184643
2675,0x4d0a…cefb,0x4d0a…cefb,14600,5800,17.2184643
2676,0x88a2…778f,0x88a2…778f,0,5600,16.62472415
2677,0x1ad3…5f5b,0x1ad3…5f5b,0,5500,16.32785407
2678,0x63d8…8138,0x63d8…8138,0,5500,16.32785407
2679,0x4157…5aab,0x4157…5aab,0,5500,16.32785407
2680,0x05e5…d301,0x05e5…d301,0,5400,16.030984
2681,0x57bd…a590,0x57bd…a590,0,5400,16.030984
2682,0xff0d…c2db,0xff0d…c2db,0,5300,15.73411393
2683,0xbc5e…6083,0xbc5e…6083,0,5200,15.43724385
2684,0xa076…c109,0xa076…c109,400,5100,15.14037378
2685,Cryptikal,0x478f…4ccc,1900,5000,14.8435037
2686,0xa5a4…9a2d,0xa5a4…9a2d,0,5000,14.8435037
2687,0x4928…ff09,0x4928…ff09,0,5000,14.8435037
2688,0x4fb1…7b59,0x4fb1…7b59,0,4900,14.54663363
2689,0x60e3…41a6,0x60e3…41a6,0,4800,14.24976356
2690,0x4495…c9f7,0x4495…c9f7,0,4800,14.24976356
2691,0x69a5…bb57,0x69a5…bb57,0,4800,14.24976356
2692,AmdmasJr,0x726f…ba91,0,4800,14.24976356
2693,0x74a2…7cff,0x74a2…7cff,0,4700,13.95289348
2694,0x2c5f…a52c,0x2c5f…a52c,0,4700,13.95289348
2695,Dralle,0x0dc7…5d11,1900,4600,13.65602341
2696,0x50ef…1be5,0x50ef…1be5,0,4500,13.35915333
2697,0x5375…94ed,0x5375…94ed,0,4500,13.35915333
2698,0x66f8…cfb4,0x66f8…cfb4,0,4500,13.35915333
2699,0xb756…fc1b,0xb756…fc1b,0,4500,13.35915333
2700,0x61e2…1714,0x61e2…1714,0,4500,13.35915333
2701,0x2aaf…0974,0x2aaf…0974,0,4300,12.76541319
2702,0x458c…7403,0x458c…7403,0,4300,12.76541319
2703,0xa2ca…f190,0xa2ca…f190,0,4300,12.76541319
2704,Rhass,0xc172…3355,12100,4000,11.87480296
2705,0xc139…dc18,0xc139…dc18,0,4000,11.87480296
2706,0x7166…8a4f,0x7166…8a4f,0,3900,11.57793289
2707,0xa8c1…9b45,0xa8c1…9b45,0,3800,11.28106281
2708,0x03e3…e1da,0x03e3…e1da,0,3800,11.28106281
2709,0xb9d3…80ab,0xb9d3…80ab,0,3700,10.98419274
2710,0xf5f8…e575,0xf5f8…e575,100,3600,10.68732267
2711,0x655f…ba37,0x655f…ba37,0,3600,10.68732267
2712,Gedoh,0x6fb0…16a8,500,3500,10.39045259
2713,0x5293…6c90,0x5293…6c90,0,3500,10.39045259
2714,ROMIN6751,0xdf1a…a508,8500,3500,10.39045259
2715,0xf3c7…ed57,0xf3c7…ed57,0,3500,10.39045259
2716,0x24f0…5327,0x24f0…5327,0,3400,10.09358252
2717,0x28dc…6cf4,0x28dc…6cf4,0,3300,9.796712444
2718,HungryGhOst3,0xa956…3313,1600,3300,9.796712444
2719,0xada6…d1ff,0xada6…d1ff,0,3300,9.796712444
2720,0x8ba2…2551,0x8ba2…2551,0,3200,9.49984237
2721,0x92b6…b0bf,0x92b6…b0bf,0,3200,9.49984237
2722,0x56c2…1687,0x56c2…1687,200,3200,9.49984237
2723,0xc1d0…6e88,0xc1d0…6e88,0,3100,9.202972296
2724,0xfc22…e1da,0xfc22…e1da,0,3100,9.202972296
2725,0x2fd6…209c,0x2fd6…209c,0,3000,8.906102222
2726,0xa7b9…74e7,0xa7b9…74e7,0,3000,8.906102222
2727,0x8f81…cce3,0x8f81…cce3,0,3000,8.906102222
2728,0xdc46…aac2,0xdc46…aac2,0,2900,8.609232148
2729,0x74ae…4a72,0x74ae…4a72,0,2900,8.609232148
2730,0x1f04…9b47,0x1f04…9b47,0,2900,8.609232148
2731,0x1504…6a92,0x1504…6a92,0,2800,8.312362074
2732,0xdb28…8c63,0xdb28…8c63,0,2800,8.312362074
2733,0x7d0e…6c05,0x7d0e…6c05,0,2800,8.312362074
2734,0x1638…83df,0x1638…83df,0,2700,8.015492
2735,0x6cf9…bc51,0x6cf9…bc51,0,2700,8.015492
2736,0x8df2…3dda,0x8df2…3dda,0,2700,8.015492
2737,0xc05e…d6b1,0xc05e…d6b1,0,2600,7.718621926
2738,0x0cb4…2e7a,0x0cb4…2e7a,0,2600,7.718621926
2739,0xebc6…56cf,0xebc6…56cf,0,2600,7.718621926
2740,0x079b…3194,0x079b…3194,0,2600,7.718621926
2741,0xdda6…6a3c,0xdda6…6a3c,0,2600,7.718621926
2742,0xbd0c…6dc0,0xbd0c…6dc0,0,2500,7.421751852
2743,0x6f89…d28c,0x6f89…d28c,0,2500,7.421751852
2744,0x40eb…240c,0x40eb…240c,0,2500,7.421751852
2745,0x78b5…ae31,0x78b5…ae31,0,2500,7.421751852
2746,Yob,0xb8c7…6550,1900,2500,7.421751852
2747,0x64b9…fcf1,0x64b9…fcf1,0,2500,7.421751852
2748,0x9e4f…a11c,0x9e4f…a11c,0,2400,7.124881778
2749,0x90fa…f723,0x90fa…f723,0,2400,7.124881778
2750,0x18f9…594a,0x18f9…594a,0,2400,7.124881778
2751,0x5e0d…ccbd,0x5e0d…ccbd,0,2300,6.828011704
2752,0xb318…ff22,0xb318…ff22,0,2300,6.828011704
2753,0x4eaa…13f2,0x4eaa…13f2,0,2200,6.53114163
2754,0x9cdb…8e44,0x9cdb…8e44,300,2100,6.234271555
2755,0xf293…9bd9,0xf293…9bd9,0,2100,6.234271555
2756,0xeed2…b480,0xeed2…b480,1600,2100,6.234271555
2757,0xb7b2…064a,0xb7b2…064a,0,2100,6.234271555
2758,WilderKai,0x0e32…d524,4000,2000,5.937401481
2759,0x7adb…77df,0x7adb…77df,0,2000,5.937401481
2760,0x142a…ac9a,0x142a…ac9a,0,1900,5.640531407
2761,0x55df…097d,0x55df…097d,0,1900,5.640531407
2762,0x043f…9e79,0x043f…9e79,0,1900,5.640531407
2763,0x3a98…a48d,0x3a98…a48d,0,1800,5.343661333
2764,0x257a…cda2,0x257a…cda2,0,1800,5.343661333
2765,0x5cd2…f250,0x5cd2…f250,0,1800,5.343661333
2766,0xa43b…8292,0xa43b…8292,0,1800,5.343661333
2767,0xcd6c…87c5,0xcd6c…87c5,0,1800,5.343661333
2768,0x2af1…c47f,0x2af1…c47f,0,1800,5.343661333
2769,0xd875…5c33,0xd875…5c33,0,1800,5.343661333
2770,0x6b7c…caa5,0x6b7c…caa5,200,1800,5.343661333
2771,0xe5ba…5d1e,0xe5ba…5d1e,0,1800,5.343661333
2772,0xd066…0054,0xd066…0054,100,1800,5.343661333
2773,0xf721…d156,0xf721…d156,0,1800,5.343661333
2774,dwoo,0xcaa5…2413,3000,1800,5.343661333
2775,0x8c2f…1205,0x8c2f…1205,0,1700,5.046791259
2776,0x0bab…c5ab,0x0bab…c5ab,0,1600,4.749921185
2777,0x43a1…0246,0x43a1…0246,0,1600,4.749921185
2778,0xf0da…8084,0xf0da…8084,0,1600,4.749921185
2779,0x4608…e723,0x4608…e723,0,1600,4.749921185
2780,0x0ae1…fdbe,0x0ae1…fdbe,0,1600,4.749921185
2781,0xc60d…b405,0xc60d…b405,0,1600,4.749921185
2782,vilidokov,0x1231…e532,21000,1500,4.453051111
2783,0x7c6d…1fce,0x7c6d…1fce,0,1500,4.453051111
2784,0xc179…758d,0xc179…758d,0,1500,4.453051111
2785,0xe859…a1fe,0xe859…a1fe,0,1500,4.453051111
2786,0x0bc1…5e4f,0x0bc1…5e4f,0,1400,4.156181037
2787,0x1322…e6cb,0x1322…e6cb,0,1400,4.156181037
2788,0xaa41…8519,0xaa41…8519,0,1400,4.156181037
2789,0x7dff…e40d,0x7dff…e40d,0,1400,4.156181037
2790,0x945b…3bbc,0x945b…3bbc,0,1400,4.156181037
2791,0x88f3…23a2,0x88f3…23a2,0,1400,4.156181037
2792,0xae78…bffc,0xae78…bffc,0,1400,4.156181037
2793,0x84dc…4828,0x84dc…4828,0,1400,4.156181037
2794,0xd039…5cba,0xd039…5cba,0,1400,4.156181037
2795,0x1fca…78f5,0x1fca…78f5,0,1400,4.156181037
2796,0xcbf3…5d14,0xcbf3…5d14,0,1400,4.156181037
2797,0xc875…2e91,0xc875…2e91,0,1300,3.859310963
2798,0x3f7d…c780,0x3f7d…c780,0,1300,3.859310963
2799,0x633e…063b,0x633e…063b,0,1300,3.859310963
2800,0x9b00…479f,0x9b00…479f,0,1300,3.859310963
2801,0xd7fe…eba5,0xd7fe…eba5,0,1300,3.859310963
2802,0x8b4e…56e5,0x8b4e…56e5,0,1200,3.562440889
2803,0x49f2…fd6c,0x49f2…fd6c,0,1200,3.562440889
2804,0x2d12…3786,0x2d12…3786,0,1200,3.562440889
2805,0x66bb…10c1,0x66bb…10c1,0,1200,3.562440889
2806,0x19b0…a605,0x19b0…a605,0,1200,3.562440889
2807,0xcb38…6262,0xcb38…6262,0,1200,3.562440889
2808,0xa867…9c8b,0xa867…9c8b,0,1200,3.562440889
2809,0xa4d8…f11b,0xa4d8…f11b,0,1200,3.562440889
2810,0xc1eb…8ca6,0xc1eb…8ca6,0,1200,3.562440889
2811,0x1f99…0ba4,0x1f99…0ba4,0,1100,3.265570815
2812,0x32f5…fbf4,0x32f5…fbf4,0,1100,3.265570815
2813,0x58bc…47e6,0x58bc…47e6,0,1100,3.265570815
2814,0x3daf…30c4,0x3daf…30c4,0,1100,3.265570815
2815,0x71bb…6a53,0x71bb…6a53,300,1100,3.265570815
2816,0x3318…a7e6,0x3318…a7e6,0,1100,3.265570815
2817,0x4aa8…a89a,0x4aa8…a89a,0,1100,3.265570815
2818,0x2b7f…dae6,0x2b7f…dae6,0,1100,3.265570815
2819,0xb429…cb06,0xb429…cb06,0,1100,3.265570815
2820,Pink,0x9417…4375,850,1100,3.265570815
2821,0x399b…5838,0x399b…5838,0,1100,3.265570815
2822,Steev Zh,0x7bd2…cf51,2600,1100,3.265570815
2823,0x699c…5f9c,0x699c…5f9c,0,1100,3.265570815
2824,0xe861…cca1,0xe861…cca1,0,1100,3.265570815
2825,Ptielure,0xe7af…f76d,2500,1000,2.968700741
2826,0x381b…219b,0x381b…219b,0,1000,2.968700741
2827,0x525d…7684,0x525d…7684,0,1000,2.968700741
2828,0xd6f1…f79e,0xd6f1…f79e,0,1000,2.968700741
2829,0xf9c1…d0e8,0xf9c1…d0e8,0,1000,2.968700741
2830,0x4778…6750,0x4778…6750,0,1000,2.968700741
2831,0xdf4d…b6cb,0xdf4d…b6cb,0,1000,2.968700741
2832,0x730a…cf0b,0x730a…cf0b,0,1000,2.968700741
2833,0xae97…eed8,0xae97…eed8,0,1000,2.968700741
2834,0x8491…900c,0x8491…900c,0,950,2.820265704
2835,0x1a30…dff4,0x1a30…dff4,0,950,2.820265704
2836,0x4014…9e79,0x4014…9e79,0,950,2.820265704
2837,0x47ea…f36c,0x47ea…f36c,0,950,2.820265704
2838,0xee4c…b722,0xee4c…b722,0,900,2.671830667
2839,0x92a8…2fd3,0x92a8…2fd3,0,900,2.671830667
2840,0xf0a8…d1e5,0xf0a8…d1e5,0,900,2.671830667
2841,0x995c…3d92,0x995c…3d92,0,850,2.52339563
2842,0xbb41…734d,0xbb41…734d,0,850,2.52339563
2843,0x899d…a57b,0x899d…a57b,0,850,2.52339563
2844,0x08de…9108,0x08de…9108,0,850,2.52339563
2845,0x864b…359c,0x864b…359c,0,800,2.374960593
2846,0x95a8…8195,0x95a8…8195,0,800,2.374960593
2847,0x02f0…c1c2,0x02f0…c1c2,0,800,2.374960593
2848,0x73a5…835b,0x73a5…835b,0,800,2.374960593
2849,0x0be6…4c86,0x0be6…4c86,0,800,2.374960593
2850,0x93cf…f568,0x93cf…f568,0,800,2.374960593
2851,0xc242…0b12,0xc242…0b12,0,800,2.374960593
2852,0xbe1a…434e,0xbe1a…434e,0,800,2.374960593
2853,0xaa5e…8725,0xaa5e…8725,0,800,2.374960593
2854,0x9350…7cec,0x9350…7cec,0,800,2.374960593
2855,0x9112…0487,0x9112…0487,0,800,2.374960593
2856,0x1bce…e7a8,0x1bce…e7a8,0,800,2.374960593
2857,0x6699…5c54,0x6699…5c54,0,800,2.374960593
2858,0x7650…a7f5,0x7650…a7f5,0,800,2.374960593
2859,0xf35e…dd67,0xf35e…dd67,0,800,2.374960593
2860,0xfee3…68e6,0xfee3…68e6,0,750,2.226525556
2861,0x8fcb…9302,0x8fcb…9302,0,750,2.226525556
2862,0x6619…a8dc,0x6619…a8dc,0,750,2.226525556
2863,0x4291…635c,0x4291…635c,0,750,2.226525556
2864,0x1d50…d71f,0x1d50…d71f,0,750,2.226525556
2865,0xc68b…5791,0xc68b…5791,0,750,2.226525556
2866,0x3358…b7e1,0x3358…b7e1,0,750,2.226525556
2867,0x2b40…3a61,0x2b40…3a61,0,700,2.078090518
2868,0x0eb3…d11e,0x0eb3…d11e,0,700,2.078090518
2869,0xdd7f…ed96,0xdd7f…ed96,0,700,2.078090518
2870,0x9d40…3d9f,0x9d40…3d9f,0,700,2.078090518
2871,0x787d…7356,0x787d…7356,0,700,2.078090518
2872,0x17f8…d253,0x17f8…d253,0,700,2.078090518
2873,0xd406…17e2,0xd406…17e2,0,700,2.078090518
2874,0x8ba2…2459,0x8ba2…2459,0,650,1.929655481
2875,0x9d28…8073,0x9d28…8073,0,650,1.929655481
2876,0x3b7e…96c0,0x3b7e…96c0,0,650,1.929655481
2877,0x6e04…834b,0x6e04…834b,0,650,1.929655481
2878,0xd856…6ca7,0xd856…6ca7,0,650,1.929655481
2879,0x5c42…c9d9,0x5c42…c9d9,0,650,1.929655481
2880,0x9b4d…ddc0,0x9b4d…ddc0,0,650,1.929655481
2881,0x2618…6b65,0x2618…6b65,0,650,1.929655481
2882,0x2bff…5d6d,0x2bff…5d6d,0,650,1.929655481
2883,0x278b…43d5,0x278b…43d5,0,650,1.929655481
2884,0x61e7…7dd0,0x61e7…7dd0,0,650,1.929655481
2885,0xf13b…1d96,0xf13b…1d96,0,650,1.929655481
2886,0x4270…3fa6,0x4270…3fa6,0,650,1.929655481
2887,0x0c3e…7e33,0x0c3e…7e33,0,650,1.929655481
2888,0x9006…d3c0,0x9006…d3c0,0,650,1.929655481
2889,0xb381…c645,0xb381…c645,0,650,1.929655481
2890,0x9673…a081,0x9673…a081,0,600,1.781220444
2891,0x7951…c3f1,0x7951…c3f1,0,600,1.781220444
2892,0x07c0…27f9,0x07c0…27f9,0,600,1.781220444
2893,0x3ee3…0e72,0x3ee3…0e72,0,600,1.781220444
2894,0xe447…daf6,0xe447…daf6,0,600,1.781220444
2895,0xf939…c939,0xf939…c939,0,600,1.781220444
2896,0x0512…3be9,0x0512…3be9,0,600,1.781220444
2897,0x27b8…2c3f,0x27b8…2c3f,0,600,1.781220444
2898,0x9096…7104,0x9096…7104,0,600,1.781220444
2899,0xd14b…582e,0xd14b…582e,0,600,1.781220444
2900,0xebba…1742,0xebba…1742,0,600,1.781220444
2901,0xadc7…afe1,0xadc7…afe1,0,600,1.781220444
2902,0x2639…beb5,0x2639…beb5,0,600,1.781220444
2903,0xd609…bf4a,0xd609…bf4a,0,600,1.781220444
2904,0xd986…eeb9,0xd986…eeb9,0,600,1.781220444
2905,0x921f…1ada,0x921f…1ada,0,600,1.781220444
2906,0xdb25…3b4f,0xdb25…3b4f,0,600,1.781220444
2907,0xbdbc…1065,0xbdbc…1065,0,600,1.781220444
2908,0xdc79…6b38,0xdc79…6b38,0,600,1.781220444
2909,0x6c16…01a9,0x6c16…01a9,0,600,1.781220444
2910,0x34e6…8aba,0x34e6…8aba,0,600,1.781220444
2911,0x57ec…90b6,0x57ec…90b6,0,600,1.781220444
2912,0x28d3…e213,0x28d3…e213,0,600,1.781220444
2913,0xa2e0…f36a,0xa2e0…f36a,0,600,1.781220444
2914,0xe02a…d554,0xe02a…d554,0,600,1.781220444
2915,0xa99d…3b50,0xa99d…3b50,0,600,1.781220444
2916,0xddcc…ea25,0xddcc…ea25,0,600,1.781220444
2917,0x16ae…73c6,0x16ae…73c6,0,600,1.781220444
2918,0x677b…ad2f,0x677b…ad2f,0,600,1.781220444
2919,0xe817…be31,0xe817…be31,0,600,1.781220444
2920,0x0847…6b4b,0x0847…6b4b,0,600,1.781220444
2921,0x5165…f8dd,0x5165…f8dd,0,600,1.781220444
2922,0x48fa…e59b,0x48fa…e59b,0,550,1.632785407
2923,0x40ec…ec2a,0x40ec…ec2a,0,550,1.632785407
2924,0xd470…9078,0xd470…9078,0,550,1.632785407
2925,0xc856…d001,0xc856…d001,0,550,1.632785407
2926,0x7d28…5580,0x7d28…5580,0,550,1.632785407
2927,0xa62f…c3a0,0xa62f…c3a0,0,550,1.632785407
2928,0x77a2…0170,0x77a2…0170,0,550,1.632785407
2929,0xc106…94f6,0xc106…94f6,0,550,1.632785407
2930,0xbb57…77bf,0xbb57…77bf,0,500,1.48435037
2931,0x028a…bb75,0x028a…bb75,0,500,1.48435037
2932,0xac7c…a456,0xac7c…a456,0,500,1.48435037
2933,0x39b4…ba81,0x39b4…ba81,0,500,1.48435037
2934,0x56c8…2069,0x56c8…2069,0,500,1.48435037
2935,0xa6de…80f7,0xa6de…80f7,0,500,1.48435037
2936,0x8b3f…13b7,0x8b3f…13b7,0,500,1.48435037
2937,0xb28c…526d,0xb28c…526d,0,500,1.48435037
2938,0xaf4a…f163,0xaf4a…f163,0,500,1.48435037
2939,0x0a59…5f88,0x0a59…5f88,0,500,1.48435037
2940,0x2b8d…24ba,0x2b8d…24ba,0,500,1.48435037
2941,0xd6d9…fc42,0xd6d9…fc42,0,500,1.48435037
2942,0x689f…089e,0x689f…089e,0,500,1.48435037
2943,0xcc3d…06d5,0xcc3d…06d5,0,500,1.48435037
2944,0xb638…148d,0xb638…148d,0,500,1.48435037
2945,0x6363…0bfc,0x6363…0bfc,0,500,1.48435037
2946,0x483b…72a3,0x483b…72a3,0,500,1.48435037
2947,Thee_Kal_El,0x794b…618c,1600,500,1.48435037
2948,0x424d…51d4,0x424d…51d4,0,500,1.48435037
2949,0x8763…62c2,0x8763…62c2,0,500,1.48435037
2950,0x9c37…a1c5,0x9c37…a1c5,0,500,1.48435037
2951,0x7c74…2312,0x7c74…2312,0,500,1.48435037
2952,0x2299…68a7,0x2299…68a7,0,500,1.48435037
2953,0x8678…7d73,0x8678…7d73,0,500,1.48435037
2954,0xa8c3…9e8f,0xa8c3…9e8f,0,500,1.48435037
2955,0x0b38…40a3,0x0b38…40a3,0,500,1.48435037
2956,0xa75c…2a8b,0xa75c…2a8b,0,500,1.48435037
2957,0xe65e…8240,0xe65e…8240,0,500,1.48435037
2958,0xb794…5f25,0xb794…5f25,0,450,1.335915333
2959,0xb4ae…afd6,0xb4ae…afd6,0,450,1.335915333
2960,0xdfde…3007,0xdfde…3007,0,450,1.335915333
2961,0xf8f9…ce5c,0xf8f9…ce5c,0,450,1.335915333
2962,0x4d88…33ab,0x4d88…33ab,0,450,1.335915333
2963,0x90f6…9368,0x90f6…9368,0,450,1.335915333
2964,0x9976…c219,0x9976…c219,0,450,1.335915333
2965,0x2db5…a3c1,0x2db5…a3c1,0,450,1.335915333
2966,0x98c9…1a05,0x98c9…1a05,0,450,1.335915333
2967,0xea6f…ab7a,0xea6f…ab7a,0,450,1.335915333
2968,0x6ec9…2b0c,0x6ec9…2b0c,0,450,1.335915333
2969,0xdf02…929f,0xdf02…929f,0,450,1.335915333
2970,0xacf6…deac,0xacf6…deac,0,450,1.335915333
2971,ganymod,0xc177…e5a9,17200,450,1.335915333
2972,0x9c0d…1124,0x9c0d…1124,0,450,1.335915333
2973,0x490a…dc8a,0x490a…dc8a,0,450,1.335915333
2974,0xca9d…3a09,0xca9d…3a09,0,450,1.335915333
2975,0xedbc…7692,0xedbc…7692,0,450,1.335915333
2976,0xe033…49db,0xe033…49db,0,450,1.335915333
2977,0xf6c2…f974,0xf6c2…f974,0,450,1.335915333
2978,0xb000…4189,0xb000…4189,0,450,1.335915333
2979,0xdcb8…524b,0xdcb8…524b,0,450,1.335915333
2980,0xa850…3df3,0xa850…3df3,0,450,1.335915333
2981,0xf007…ced9,0xf007…ced9,0,450,1.335915333
2982,0x119e…c9e1,0x119e…c9e1,0,450,1.335915333
2983,0x7955…5606,0x7955…5606,0,450,1.335915333
2984,0x6853…f8f6,0x6853…f8f6,0,450,1.335915333
2985,0x2551…12aa,0x2551…12aa,0,450,1.335915333
2986,0x744c…0156,0x744c…0156,0,450,1.335915333
2987,0xf878…5eb0,0xf878…5eb0,0,450,1.335915333
2988,0x5115…3bc9,0x5115…3bc9,0,450,1.335915333
2989,0xb60b…4f68,0xb60b…4f68,0,450,1.335915333
2990,0xc2e2…3e03,0xc2e2…3e03,0,450,1.335915333
2991,0xba85…7577,0xba85…7577,0,450,1.335915333
2992,0x4d62…b78c,0x4d62…b78c,0,450,1.335915333
2993,0xa967…be8f,0xa967…be8f,0,450,1.335915333
2994,0x4af8…2edc,0x4af8…2edc,0,450,1.335915333
2995,0xe54b…3169,0xe54b…3169,0,450,1.335915333
2996,0xc603…37f6,0xc603…37f6,0,450,1.335915333
2997,0x2aa6…de98,0x2aa6…de98,0,450,1.335915333
2998,0x8baa…d3ec,0x8baa…d3ec,0,450,1.335915333
2999,0x9904…b1ce,0x9904…b1ce,0,450,1.335915333
3000,0xe472…9761,0xe472…9761,0,450,1.335915333
3001,0xa0a1…6015,0xa0a1…6015,0,450,1.335915333
3002,0x0623…9c20,0x0623…9c20,0,450,1.335915333
3003,fnX,0x7320…6ffb,4800,450,1.335915333
3004,0x7663…cb5a,0x7663…cb5a,0,450,1.335915333
3005,0xfe22…0327,0xfe22…0327,0,450,1.335915333
3006,0x2ff6…f424,0x2ff6…f424,0,450,1.335915333
3007,0x579b…afa1,0x579b…afa1,0,450,1.335915333
3008,0x9369…b442,0x9369…b442,0,450,1.335915333
3009,0x4c2b…c058,0x4c2b…c058,0,450,1.335915333
3010,0xf89c…1c6a,0xf89c…1c6a,0,450,1.335915333
3011,0x7fb4…aad7,0x7fb4…aad7,0,450,1.335915333
3012,0xc1e6…c7fe,0xc1e6…c7fe,0,450,1.335915333
3013,0x4a93…8134,0x4a93…8134,0,450,1.335915333
3014,0x1f4a…3514,0x1f4a…3514,0,450,1.335915333
3015,0x9830…ec6a,0x9830…ec6a,0,450,1.335915333
3016,0xe129…65c1,0xe129…65c1,0,450,1.335915333
3017,0xcaab…d47e,0xcaab…d47e,0,450,1.335915333
3018,0xe98f…252e,0xe98f…252e,0,450,1.335915333
3019,0x8063…e8e4,0x8063…e8e4,0,450,1.335915333
3020,0xac47…939b,0xac47…939b,0,450,1.335915333
3021,0xaf41…42c1,0xaf41…42c1,0,450,1.335915333
3022,0x3de9…fcb6,0x3de9…fcb6,0,450,1.335915333
3023,0x1b12…10c8,0x1b12…10c8,0,450,1.335915333
3024,0x5a45…449f,0x5a45…449f,0,450,1.335915333
3025,nhungphungphinh,0x241f…5f39,11800,400,1.187480296
3026,hoangan1401,0xdd8e…46b8,16600,400,1.187480296
3027,Jacnoco,0x586d…58d1,10500,400,1.187480296
3028,0xc1c7…ea53,0xc1c7…ea53,10500,400,1.187480296
3029,0x5851…288e,0x5851…288e,8500,400,1.187480296
3030,0xe5db…9131,0xe5db…9131,9900,400,1.187480296
3031,0xe8ef…c19f,0xe8ef…c19f,8700,400,1.187480296
3032,MOUNAM ANSARI,0x7dc1…f186,3300,400,1.187480296
3033,Soulkingbrook,0xa397…12b3,10900,400,1.187480296
3034,0xae0a…a18f,0xae0a…a18f,0,400,1.187480296
3035,0x78c6…cc4f,0x78c6…cc4f,10800,400,1.187480296
3036,Sauftg65,0xd48a…06fd,6200,400,1.187480296
3037,quangtt96,0xa668…e615,8500,400,1.187480296
3038,MD AL AMIN,0x71d8…5ad2,7000,400,1.187480296
3039,Derek,0x68c1…a9b0,22000,400,1.187480296
3040,Suavecow,0xd974…7ea4,41300,400,1.187480296
3041,0x21e7…8941,0x21e7…8941,19400,400,1.187480296
3042,khan123,0x9dc6…bfa2,35600,400,1.187480296
3043,Munna,0x5a06…5b66,9600,400,1.187480296
3044,yed60,0x6ada…f9f8,10100,400,1.187480296
3045,0xf250…e408,0xf250…e408,0,400,1.187480296
3046,Super_Grot,0x1dde…b51a,3300,400,1.187480296
3047,0x05b6…8a46,0x05b6…8a46,10700,400,1.187480296
3048,0x3e45…1b12,0x3e45…1b12,0,400,1.187480296
3049,0x2e85…4f14,0x2e85…4f14,8800,400,1.187480296
3050,0xc23b…9d92,0xc23b…9d92,7600,400,1.187480296
3051,spiridonv,0x2e0a…6650,119600,400,1.187480296
3052,xuanphuc,0x33b0…cd13,6700,400,1.187480296
3053,nguyenlysak,0x0af7…fe69,9500,400,1.187480296
3054,panneer,0x7332…3b93,11300,400,1.187480296
3055,0xe75d…4c94,0xe75d…4c94,9300,400,1.187480296
3056,mansor,0x403f…b229,10900,400,1.187480296
3057,vindz,0x41b0…c88b,6600,400,1.187480296
3058,alexiecasian,0xe166…94e7,119500,400,1.187480296
3059,Md Kaif,0xfa99…0cc9,7600,400,1.187480296
3060,novie02,0x2398…5d1d,33200,400,1.187480296
3061,KotiKo,0xfed5…f9dd,33600,400,1.187480296
3062,dr.duck,0x9a35…e010,10000,400,1.187480296
3063,putrapra,0xea05…aa30,11100,400,1.187480296
3064,Ifunanya_favour,0xdb55…c686,11500,400,1.187480296
3065,Nayem,0x9ff5…7aa4,8300,400,1.187480296
3066,Abdelrahman Salama,0xdeb9…e1e9,6500,400,1.187480296
3067,0x75b0…775e,0x75b0…775e,9600,400,1.187480296
3068,Ajita,0x1996…d95c,8300,400,1.187480296
3069,Ahmed Akash,0xfc97…1b39,13300,400,1.187480296
3070,mahdiking68,0xf0c5…e22e,32600,400,1.187480296
3071,0x5e43…1cfa,0x5e43…1cfa,11100,400,1.187480296
3072,0x6dd0…5c8f,0x6dd0…5c8f,6900,400,1.187480296
3073,0x1e12…bda4,0x1e12…bda4,4300,400,1.187480296
3074,0x1659…64d1,0x1659…64d1,0,400,1.187480296
3075,Namphan95,0x86b8…e130,2600,400,1.187480296
3076,sammanhisco,0xaedb…77d7,28800,400,1.187480296
3077,Aktrngr3,0x2edc…c267,12100,400,1.187480296
