Rank,Name,Wallet,Shards,wShards,Odyssey Drop
870,0x7333…9688,0x7333…9688,0,137300,407.6026117
871,Classy Clam,0x4450…7bd6,12400,136800,406.1182613
872,MrBuiltInThe80s,0xc60a…e0c1,4600,132600,393.6497182
873,pytan,0xb8c8…c57c,7900,131500,390.3841474
874,0xaf8f…ef46,0xaf8f…ef46,0,130200,386.5248364
875,0xf913…14c3,0xf913…14c3,0,130000,385.9310963
876,0xd978…e420,0xd978…e420,0,129200,383.5561357
877,Shadow Moon,0xd583…ae88,11400,128800,382.3686554
878,0x5e66…72b5,0x5e66…72b5,0,128800,382.3686554
879,0x4fdb…aa41,0x4fdb…aa41,0,128700,382.0717853
880,0x371f…d2b9,0x371f…d2b9,0,128700,382.0717853
881,0x5921…fc0d,0x5921…fc0d,0,128700,382.0717853
882,0xe4f1…3a15,0xe4f1…3a15,0,128700,382.0717853
883,0x4710…3a97,0x4710…3a97,0,128700,382.0717853
884,0xab5b…1a2e,0xab5b…1a2e,0,128600,381.7749153
885,0x0a24…3258,0x0a24…3258,0,128600,381.7749153
886,0x3ffb…e814,0x3ffb…e814,0,128600,381.7749153
887,0xe5d0…7cff,0xe5d0…7cff,0,128600,381.7749153
888,0xd122…4b5e,0xd122…4b5e,0,128600,381.7749153
889,0xe05a…5d9d,0xe05a…5d9d,0,128600,381.7749153
890,0x8274…7907,0x8274…7907,0,128600,381.7749153
891,0xb7d1…8921,0xb7d1…8921,0,128600,381.7749153
892,0x7913…ae5d,0x7913…ae5d,0,128600,381.7749153
893,0x36af…0234,0x36af…0234,0,128600,381.7749153
894,0x1bf1…679c,0x1bf1…679c,0,128600,381.7749153
895,0xa91f…cd20,0xa91f…cd20,0,128600,381.7749153
896,0x9a1c…6bed,0x9a1c…6bed,0,128500,381.4780452
897,0x3776…96bf,0x3776…96bf,0,128400,381.1811751
898,Maxfries,0x1819…dd0b,15400,128400,381.1811751
899,0xa252…2f3e,0xa252…2f3e,0,128400,381.1811751
900,0x937d…c4a0,0x937d…c4a0,0,128400,381.1811751
901,0xfbbc…c526,0xfbbc…c526,0,128400,381.1811751
902,Alex,0x86c4…de58,48000,128400,381.1811751
903,0x027d…5981,0x027d…5981,0,128400,381.1811751
904,0x5fb2…969e,0x5fb2…969e,0,128400,381.1811751
905,0x006f…c4d3,0x006f…c4d3,0,128400,381.1811751
906,0x2e5d…3276,0x2e5d…3276,1100,128400,381.1811751
907,0x2080…953b,0x2080…953b,0,128400,381.1811751
908,0xd6ba…96c9,0xd6ba…96c9,0,128400,381.1811751
909,0x4ac6…7976,0x4ac6…7976,0,128400,381.1811751
910,0x86b4…e7bc,0x86b4…e7bc,0,128400,381.1811751
911,0xdb2e…3986,0xdb2e…3986,0,128400,381.1811751
912,0xaece…d39f,0xaece…d39f,0,128400,381.1811751
913,0x8fcf…097e,0x8fcf…097e,0,128400,381.1811751
914,0x2a73…bba5,0x2a73…bba5,0,128400,381.1811751
915,0x056f…c377,0x056f…c377,0,128400,381.1811751
916,0x4752…ca51,0x4752…ca51,0,128400,381.1811751
917,0x9c3c…40a3,0x9c3c…40a3,0,128400,381.1811751
918,0x62c4…3032,0x62c4…3032,0,128400,381.1811751
919,0x4cd6…a48f,0x4cd6…a48f,0,128400,381.1811751
920,0xb9f3…3553,0xb9f3…3553,0,128400,381.1811751
921,0x233f…9ecf,0x233f…9ecf,0,128400,381.1811751
922,0x4063…76af,0x4063…76af,0,128400,381.1811751
923,tommeke,0xc01f…c9be,2700,128400,381.1811751
924,0x0f9a…c574,0x0f9a…c574,0,128400,381.1811751
925,0xf986…9513,0xf986…9513,0,128400,381.1811751
926,0x274f…35aa,0x274f…35aa,0,128400,381.1811751
927,0xa1f3…46a5,0xa1f3…46a5,0,128400,381.1811751
928,0x52e7…1cd4,0x52e7…1cd4,0,128400,381.1811751
929,0x4d9b…ae56,0x4d9b…ae56,0,128400,381.1811751
930,0x882a…989c,0x882a…989c,0,128000,379.9936948
931,0x2d2c…845f,0x2d2c…845f,0,127000,377.0249941
932,0xdd50…3946,0xdd50…3946,350,126300,374.9469036
933,0xf191…e90b,0xf191…e90b,0,125300,371.9782028
934,Provoker,0x50a9…7061,2300,125300,371.9782028
935,0x15c3…9b3a,0x15c3…9b3a,0,125200,371.6813327
936,0x8ecb…4785,0x8ecb…4785,0,124300,369.0095021
937,Kryptonverse,0x932d…baa0,72800,124300,369.0095021
938,Vlimmers,0x64fb…c36a,7000,124100,368.4157619
939,DreamCatcher90,0x4baa…d3b5,7500,123800,367.5251517
940,0xc725…3668,0xc725…3668,300,123200,365.7439313
941,0x3473…cc49,0x3473…cc49,18500,120300,357.1346991
942,0xfd0f…e1a5,0xfd0f…e1a5,0,120200,356.837829
943,0xc7fd…a72c,0xc7fd…a72c,0,120000,356.2440889
944,daddyquinns,0x1927…a06f,37900,119000,353.2753881
945,Marigold,0xa70f…2a78,1800,118800,352.681648
946,0x406b…419a,0x406b…419a,0,118700,352.3847779
947,jacksWastedLife,0x85be…78be,1300,118500,351.7910378
948,ActionRob,0xab85…ac33,59600,118200,350.9004276
949,kor,0x53b2…ff38,2600,118100,350.6035575
950,Pinkshrimp,0xf08e…d931,5000,118000,350.3066874
951,0x6fad…4d32,0x6fad…4d32,0,118000,350.3066874
952,jon,0xda7c…2346,1600,118000,350.3066874
953,0x9609…87ce,0x9609…87ce,0,118000,350.3066874
954,VIKING,0x065f…af9a,7900,117900,350.0098173
955,0x2d7b…2375,0x2d7b…2375,0,117800,349.7129473
956,0x56ed…f57a,0x56ed…f57a,0,117800,349.7129473
957,0xbcef…befe,0xbcef…befe,0,117800,349.7129473
958,0xd0fc…16dc,0xd0fc…16dc,0,117800,349.7129473
959,0x58ed…e38c,0x58ed…e38c,0,117800,349.7129473
960,0x4a18…5d9d,0x4a18…5d9d,0,117800,349.7129473
961,0xd51a…98ff,0xd51a…98ff,0,117800,349.7129473
962,0xd477…d0ff,0xd477…d0ff,0,117800,349.7129473
963,0x180d…57cc,0x180d…57cc,0,117800,349.7129473
964,0xb4d1…1716,0xb4d1…1716,0,117800,349.7129473
965,0x9ccd…3017,0x9ccd…3017,2100,117800,349.7129473
966,0x66de…e30d,0x66de…e30d,0,117800,349.7129473
967,0xc000…f382,0xc000…f382,0,117800,349.7129473
968,Trav,0x9a1c…75be,1800,117800,349.7129473
969,nftbroo,0x5ae0…8807,21300,117800,349.7129473
970,0xce2c…7f0e,0xce2c…7f0e,0,117700,349.4160772
971,0x22a6…298f,0x22a6…298f,0,117700,349.4160772
972,Niner,0xe9a8…cd16,64700,116100,344.666156
973,Wally,0xfd17…9996,3700,115500,342.8849356
974,caiting,0x77a8…9969,7200,114800,340.806845
975,0x368a…f697,0x368a…f697,0,114400,339.6193647
976,0x79cd…8815,0x79cd…8815,0,113400,336.650664
977,0xf149…6408,0xf149…6408,0,111600,331.3070027
978,Koko2Breezy,0xbc34…de04,9500,111500,331.0101326
979,0xd4e3…039b,0xd4e3…039b,0,110200,327.1508216
980,0x4c8a…3d15,0x4c8a…3d15,0,108500,322.1040304
981,0x9429…1f83,0x9429…1f83,1900,108300,321.5102902
982,ardent,0x5ef5…eb91,1600,108000,320.61968
983,0x72c0…a824,0x72c0…a824,0,108000,320.61968
984,0x4b68…947d,0x4b68…947d,0,107800,320.0259398
985,0x5a83…fc0a,0x5a83…fc0a,0,107800,320.0259398
986,0x9e09…cde0,0x9e09…cde0,0,107800,320.0259398
987,0x32c6…5ace,0x32c6…5ace,0,107700,319.7290698
988,0xd240…9b3c,0xd240…9b3c,0,107700,319.7290698
989,paytakkral,0x0052…a9da,1300,107500,319.1353296
990,RavishingRobRude,0xe5be…45df,3700,107500,319.1353296
991,0x45bf…b12c,0x45bf…b12c,0,107500,319.1353296
992,0x539b…40af,0x539b…40af,0,107500,319.1353296
993,0x6eeb…1bc9,0x6eeb…1bc9,0,107500,319.1353296
994,0x628e…e7f4,0x628e…e7f4,0,107500,319.1353296
995,0x5689…41c6,0x5689…41c6,0,107500,319.1353296
996,Jeroen,0xc812…45f2,16000,107500,319.1353296
997,anon,0xac03…e588,28100,107400,318.8384596
998,0x0959…f434,0x0959…f434,0,107400,318.8384596
999,0x6878…e5ae,0x6878…e5ae,0,107400,318.8384596
1000,0xadfd…a189,0xadfd…a189,0,107400,318.8384596
1001,0x3362…5a93,0x3362…5a93,0,107300,318.5415895
1002,0x976c…3a97,0x976c…3a97,0,107300,318.5415895
1003,0x1d7b…efa4,0x1d7b…efa4,0,107300,318.5415895
1004,0x7a3c…ea94,0x7a3c…ea94,0,107300,318.5415895
1005,0x7cd3…6e17,0x7cd3…6e17,0,107300,318.5415895
1006,CarloWorld,0xd61c…349d,22000,107300,318.5415895
1007,0xde43…28c9,0xde43…28c9,0,107300,318.5415895
1008,0xe042…ca92,0xe042…ca92,0,107300,318.5415895
1009,id4rtz,0x71e9…d01d,1300,107300,318.5415895
1010,0x0152…062e,0x0152…062e,0,107300,318.5415895
1011,0xb2d8…fb3c,0xb2d8…fb3c,0,107300,318.5415895
1012,0xf472…f82f,0xf472…f82f,0,107300,318.5415895
1013,0xb81e…d54d,0xb81e…d54d,0,107300,318.5415895
1014,Dorkelson,0x2846…f71b,3600,107300,318.5415895
1015,0x7b14…abe4,0x7b14…abe4,0,107300,318.5415895
1016,TheAgent,0xa7e7…fd27,10900,107300,318.5415895
1017,0xc663…e1e0,0xc663…e1e0,0,107300,318.5415895
1018,Maje,0x98e7…e04d,87400,107300,318.5415895
1019,0x3fa6…03ff,0x3fa6…03ff,0,107300,318.5415895
1020,0x7fd3…b7bb,0x7fd3…b7bb,0,107300,318.5415895
1021,0x9ee3…6df5,0x9ee3…6df5,0,107300,318.5415895
1022,0x51a7…d8cc,0x51a7…d8cc,0,107300,318.5415895
1023,0xf8f9…2e89,0xf8f9…2e89,0,107300,318.5415895
1024,0xaab6…dbf4,0xaab6…dbf4,0,107300,318.5415895
1025,0x5beb…c0b9,0x5beb…c0b9,0,107300,318.5415895
1026,0xab35…cb6b,0xab35…cb6b,400,107300,318.5415895
1027,0xf785…274a,0xf785…274a,0,107300,318.5415895
1028,0x9a6b…42e9,0x9a6b…42e9,0,107300,318.5415895
1029,0x6790…fa50,0x6790…fa50,0,107300,318.5415895
1030,0x82d9…bcec,0x82d9…bcec,0,107300,318.5415895
1031,0x16f3…a097,0x16f3…a097,0,107300,318.5415895
1032,0x3327…7073,0x3327…7073,0,107300,318.5415895
1033,Wilder Simp,0x6b19…bf08,1800,107300,318.5415895
1034,0xc2f7…9283,0xc2f7…9283,0,107300,318.5415895
1035,0x940a…61ed,0x940a…61ed,0,107300,318.5415895
1036,0x7188…f73f,0x7188…f73f,0,107300,318.5415895
1037,0x3f0a…9ae1,0x3f0a…9ae1,0,107300,318.5415895
1038,0x34db…c164,0x34db…c164,0,107300,318.5415895
1039,0x5563…36cf,0x5563…36cf,0,107300,318.5415895
1040,0xf2a9…f43d,0xf2a9…f43d,0,107300,318.5415895
1041,0xb30b…8152,0xb30b…8152,0,107300,318.5415895
1042,0x8664…5aeb,0x8664…5aeb,0,107300,318.5415895
1043,0x0294…a9f6,0x0294…a9f6,0,107200,318.2447194
1044,Super Wilder,0x4de4…2723,2300,107200,318.2447194
1045,0x1d2d…0744,0x1d2d…0744,0,107200,318.2447194
1046,0xaf06…86c4,0xaf06…86c4,0,107200,318.2447194
1047,Ghez Art,0xade5…6e96,1000,107200,318.2447194
1048,0x07fd…a25f,0x07fd…a25f,0,107200,318.2447194
1049,0xd0b3…d898,0xd0b3…d898,0,107200,318.2447194
1050,0x4db8…e9c0,0x4db8…e9c0,0,107200,318.2447194
1051,0xf655…fcac,0xf655…fcac,0,107200,318.2447194
1052,0x89f8…9f63,0x89f8…9f63,0,107200,318.2447194
1053,0x5bb1…5636,0x5bb1…5636,0,107200,318.2447194
1054,Bakkabon,0x2a55…7881,28400,107100,317.9478493
1055,0xa49b…df54,0xa49b…df54,0,107100,317.9478493
1056,0x65ad…27d3,0x65ad…27d3,0,107100,317.9478493
1057,0x566b…0995,0x566b…0995,0,107100,317.9478493
1058,0xade9…565a,0xade9…565a,0,107100,317.9478493
1059,0x1f71…02d9,0x1f71…02d9,0,107100,317.9478493
1060,Swole Pole,0xef71…0515,14200,107100,317.9478493
1061,0xf815…46a7,0xf815…46a7,0,107100,317.9478493
1062,0xd402…9df7,0xd402…9df7,0,107100,317.9478493
1063,0x8cdb…e9f5,0x8cdb…e9f5,0,107100,317.9478493
1064,0x1902…ff82,0x1902…ff82,0,107100,317.9478493
1065,0x9e68…3500,0x9e68…3500,1000,107100,317.9478493
1066,0xcbf9…22b6,0xcbf9…22b6,0,107100,317.9478493
1067,0xeeda…fef8,0xeeda…fef8,0,107100,317.9478493
1068,0xc2c9…c2fd,0xc2c9…c2fd,0,107100,317.9478493
1069,0x290e…97a9,0x290e…97a9,0,107100,317.9478493
1070,0x7b39…99a0,0x7b39…99a0,0,107100,317.9478493
1071,0x8923…1c5c,0x8923…1c5c,0,107100,317.9478493
1072,0x7a10…2de0,0x7a10…2de0,0,107100,317.9478493
1073,0x6f17…4163,0x6f17…4163,0,107100,317.9478493
1074,0xabed…b5e3,0xabed…b5e3,0,107100,317.9478493
1075,Danr,0xb81a…f231,4400,107100,317.9478493
1076,0xde7e…5a2f,0xde7e…5a2f,0,107100,317.9478493
1077,0x4c89…f2c3,0x4c89…f2c3,0,107100,317.9478493
1078,0x6c23…8fab,0x6c23…8fab,0,107100,317.9478493
1079,0xd09a…322b,0xd09a…322b,0,107100,317.9478493
1080,0x6a45…df46,0x6a45…df46,1900,107100,317.9478493
1081,0x75e9…24c4,0x75e9…24c4,0,107100,317.9478493
1082,0xc4c0…c7ba,0xc4c0…c7ba,0,107100,317.9478493
1083,0xed15…d281,0xed15…d281,0,107100,317.9478493
1084,0xab42…9a32,0xab42…9a32,0,107000,317.6509793
1085,Burgundy,0xb870…b3c4,500,107000,317.6509793
1086,0x74a5…cc16,0x74a5…cc16,0,107000,317.6509793
1087,Wilder Wing,0x55ea…55ae,2100,107000,317.6509793
1088,0x4b3a…c69a,0x4b3a…c69a,0,107000,317.6509793
1089,0x48dd…751c,0x48dd…751c,0,107000,317.6509793
1090,0xe664…2ed5,0xe664…2ed5,0,107000,317.6509793
1091,janiegsv,0x5486…2530,20300,107000,317.6509793
1092,0x60ce…ab6c,0x60ce…ab6c,0,107000,317.6509793
1093,0x1732…d5c0,0x1732…d5c0,0,107000,317.6509793
1094,0x31ed…4d29,0x31ed…4d29,0,107000,317.6509793
1095,0xd532…5a01,0xd532…5a01,0,107000,317.6509793
1096,0x8f5d…d8a3,0x8f5d…d8a3,0,107000,317.6509793
1097,0xc207…f9eb,0xc207…f9eb,0,107000,317.6509793
1098,NARA,0xf194…5d4b,100,107000,317.6509793
1099,0xc219…de2a,0xc219…de2a,0,107000,317.6509793
1100,tommyespana80,0xc337…833e,1800,107000,317.6509793
1101,0x5191…38fd,0x5191…38fd,0,107000,317.6509793
1102,0x6de5…6cd7,0x6de5…6cd7,0,107000,317.6509793
1103,Wilder Skree,0xda16…9166,2300,107000,317.6509793
1104,0xc2fe…4376,0xc2fe…4376,0,107000,317.6509793
1105,0x4394…ccf6,0x4394…ccf6,0,107000,317.6509793
1106,jamdreamer,0xae0e…50b8,3300,107000,317.6509793
1107,0xffaa…99cc,0xffaa…99cc,0,107000,317.6509793
1108,0x6e02…f6da,0x6e02…f6da,0,107000,317.6509793
1109,0xc0cf…5aff,0xc0cf…5aff,0,107000,317.6509793
1110,cagolds,0xabc3…c3a0,700,107000,317.6509793
1111,wilder,0x0ee5…4c00,1300,107000,317.6509793
1112,0x6e4a…f262,0x6e4a…f262,0,107000,317.6509793
1113,cryptopadawan,0xdfb3…9a33,3000,107000,317.6509793
1114,0x128e…94f5,0x128e…94f5,0,107000,317.6509793
1115,0xbede…2bc1,0xbede…2bc1,0,107000,317.6509793
1116,0x1f1d…6802,0x1f1d…6802,0,107000,317.6509793
1117,Captain Marcus,0x25b1…8234,34000,107000,317.6509793
1118,0xcf72…faca,0xcf72…faca,0,107000,317.6509793
1119,0x244f…79d4,0x244f…79d4,0,107000,317.6509793
1120,Nokitel85,0x246c…56d1,1900,107000,317.6509793
1121,0x34df…59f1,0x34df…59f1,0,107000,317.6509793
1122,0x1e5a…e76b,0x1e5a…e76b,0,107000,317.6509793
1123,0xa69f…b320,0xa69f…b320,0,107000,317.6509793
1124,0xedc0…1a10,0xedc0…1a10,0,107000,317.6509793
1125,0x42ff…fdf9,0x42ff…fdf9,0,107000,317.6509793
1126,0xad7b…aa82,0xad7b…aa82,0,107000,317.6509793
1127,0x56f1…4213,0x56f1…4213,0,107000,317.6509793
1128,0x24c9…1ec7,0x24c9…1ec7,0,107000,317.6509793
1129,0xcf27…8936,0xcf27…8936,0,107000,317.6509793
1130,0x5504…95f9,0x5504…95f9,0,107000,317.6509793
1131,0x628d…02d0,0x628d…02d0,0,106300,315.5728887
1132,0x677b…0f3f,0x677b…0f3f,0,105800,314.0885384
1133,0x35ae…8cb7,0x35ae…8cb7,0,105600,313.4947982
1134,0x9868…44fe,0x9868…44fe,0,105600,313.4947982
1135,0x9396…7a92,0x9396…7a92,0,105200,312.3073179
1136,SPS Wilder,0x35b8…55d3,24300,104600,310.5260975
1137,0xc680…056b,0xc680…056b,0,104500,310.2292274
1138,0x17b1…b6b1,0x17b1…b6b1,0,104200,309.3386172
1139,0xbaf3…5548,0xbaf3…5548,0,102800,305.1824361
1140,0xd3c2…797d,0xd3c2…797d,0,102300,303.6980858
1141,0xec98…5134,0xec98…5134,0,101500,301.3231252
1142,0x5789…74d1,0x5789…74d1,0,101300,300.729385
1143,Vicente,0xd6f5…31e6,1800,100300,297.7606843
1144,0x9074…8249,0x9074…8249,0,99700,295.9794638
1145,Ranger Wilder,0x9bc1…2989,20300,99200,294.4951135
1146,From The Shadows,0xb985…1704,7400,99200,294.4951135
1147,0x0952…6aa2,0x0952…6aa2,0,99000,293.9013733
1148,0x53f3…7ecc,0x53f3…7ecc,200,97000,287.9639718
1149,0x9bf8…9b83,0x9bf8…9b83,0,96900,287.6671018
1150,0x2e0a…ed07,0x2e0a…ed07,0,96700,287.0733616
1151,0x2e1a…b0c1,0x2e1a…b0c1,0,96700,287.0733616
1152,0xba96…9e30,0xba96…9e30,0,96700,287.0733616
1153,0x4f50…4815,0x4f50…4815,0,96700,287.0733616
1154,0x5ff8…79f2,0x5ff8…79f2,0,96600,286.7764916
1155,0xd6bb…3336,0xd6bb…3336,500,96600,286.7764916
1156,MPcrabe,0x5196…117c,3300,96600,286.7764916
1157,0x85d2…ba34,0x85d2…ba34,0,96600,286.7764916
1158,0xef51…d10c,0xef51…d10c,0,96600,286.7764916
1159,0xee51…3945,0xee51…3945,0,96600,286.7764916
1160,0x230f…6b81,0x230f…6b81,0,96600,286.7764916
1161,0x2870…c768,0x2870…c768,0,96600,286.7764916
1162,0x8db6…03c2,0x8db6…03c2,0,96600,286.7764916
1163,0xa426…2786,0xa426…2786,0,96600,286.7764916
1164,DirtDoc,0xee41…131d,19900,96600,286.7764916
1165,DonDoctor,0xfbf4…7737,154800,96600,286.7764916
1166,0x1582…7e3b,0x1582…7e3b,0,96600,286.7764916
1167,0x0643…1c7b,0x0643…1c7b,0,96600,286.7764916
1168,Newboy,0x64a1…676a,2300,96500,286.4796215
1169,0xe042…0f51,0xe042…0f51,0,96500,286.4796215
1170,0xa885…aeaf,0xa885…aeaf,0,96500,286.4796215
1171,0x6e60…bfca,0x6e60…bfca,0,96500,286.4796215
1172,0x750b…a2c6,0x750b…a2c6,0,96500,286.4796215
1173,0xecf8…2d78,0xecf8…2d78,0,96500,286.4796215
1174,0x5189…cf34,0x5189…cf34,0,96500,286.4796215
1175,orlandostar,0xa2ec…fe17,3500,96500,286.4796215
1176,0xb54b…212f,0xb54b…212f,0,96500,286.4796215
1177,0x5208…b5f9,0x5208…b5f9,0,96500,286.4796215
1178,0x67bf…f157,0x67bf…f157,0,96500,286.4796215
1179,0x9709…b12f,0x9709…b12f,0,96500,286.4796215
1180,metafashionhouse,0x78a6…e96e,2400,96500,286.4796215
1181,0x99ad…1a99,0x99ad…1a99,0,96500,286.4796215
1182,0xab69…92c4,0xab69…92c4,0,96500,286.4796215
1183,0x1b00…a9e3,0x1b00…a9e3,0,96500,286.4796215
1184,0xd8ef…502f,0xd8ef…502f,0,96500,286.4796215
1185,0x9ad0…3f0d,0x9ad0…3f0d,0,96500,286.4796215
1186,0xe9d5…73a2,0xe9d5…73a2,0,96500,286.4796215
1187,0xc1ad…2de9,0xc1ad…2de9,0,96500,286.4796215
1188,0x2825…37e5,0x2825…37e5,0,96500,286.4796215
1189,0xa636…1fee,0xa636…1fee,0,96500,286.4796215
1190,0x7a7b…1435,0x7a7b…1435,0,96500,286.4796215
1191,0xa0ea…4089,0xa0ea…4089,0,96500,286.4796215
1192,sammojo,0x44d8…2e7e,2000,96500,286.4796215
1193,0x214e…0c6a,0x214e…0c6a,0,96400,286.1827514
1194,0x7224…4101,0x7224…4101,0,96400,286.1827514
1195,0xb831…2cb9,0xb831…2cb9,0,96400,286.1827514
1196,0xa580…c65e,0xa580…c65e,0,96400,286.1827514
1197,0xa171…41d7,0xa171…41d7,0,96400,286.1827514
1198,0x91da…036b,0x91da…036b,0,96400,286.1827514
1199,0xc9c2…976f,0xc9c2…976f,0,96400,286.1827514
1200,0x0f4f…31e8,0x0f4f…31e8,0,96300,285.8858813
1201,0x59d7…1c17,0x59d7…1c17,0,96300,285.8858813
1202,meltiso,0xd925…47df,8600,96300,285.8858813
1203,0xeb5a…f9f3,0xeb5a…f9f3,0,96300,285.8858813
1204,0x06f5…d3ee,0x06f5…d3ee,600,96300,285.8858813
1205,holdhunter,0x30b8…438b,1600,96300,285.8858813
1206,0xc64b…c40a,0xc64b…c40a,0,96300,285.8858813
1207,0x7182…b8b8,0x7182…b8b8,0,96300,285.8858813
1208,0x5d3a…4ca3,0x5d3a…4ca3,0,96300,285.8858813
1209,0xc5a1…7c66,0xc5a1…7c66,0,96300,285.8858813
1210,0xd09f…02f7,0xd09f…02f7,850,96300,285.8858813
1211,0x7ade…ee8c,0x7ade…ee8c,0,96300,285.8858813
1212,0xca1c…9026,0xca1c…9026,0,96300,285.8858813
1213,0x52a7…cb0a,0x52a7…cb0a,0,96300,285.8858813
1214,0x875d…f934,0x875d…f934,0,96300,285.8858813
1215,0xe144…909f,0xe144…909f,0,96300,285.8858813
1216,0x7c93…3c1a,0x7c93…3c1a,0,96300,285.8858813
1217,0x21bd…f5ff,0x21bd…f5ff,0,96300,285.8858813
1218,0xb6a3…438f,0xb6a3…438f,0,96300,285.8858813
1219,0xd0c4…9d77,0xd0c4…9d77,0,96300,285.8858813
1220,ib3x,0x0625…00aa,0,96300,285.8858813
1221,0x43a9…ec18,0x43a9…ec18,0,96300,285.8858813
1222,0x6b31…0cfb,0x6b31…0cfb,0,96300,285.8858813
1223,0xf978…1cbf,0xf978…1cbf,0,96300,285.8858813
1224,0xe376…4fcd,0xe376…4fcd,0,96300,285.8858813
1225,0x7ce6…1418,0x7ce6…1418,0,96300,285.8858813
1226,0x63ba…81a1,0x63ba…81a1,0,96300,285.8858813
1227,0xcba1…2cf7,0xcba1…2cf7,0,96300,285.8858813
1228,0xab8b…c9fb,0xab8b…c9fb,0,96300,285.8858813
1229,0xad11…08d7,0xad11…08d7,0,96300,285.8858813
1230,0xda88…d4a4,0xda88…d4a4,0,96300,285.8858813
1231,0x850e…9166,0x850e…9166,0,96300,285.8858813
1232,0x003f…95fc,0x003f…95fc,0,96300,285.8858813
1233,0x7aa4…00de,0x7aa4…00de,0,96300,285.8858813
1234,0x547e…eeb5,0x547e…eeb5,0,96300,285.8858813
1235,0x603e…189c,0x603e…189c,0,96300,285.8858813
1236,0x54ef…8fe9,0x54ef…8fe9,0,96300,285.8858813
1237,0x942b…58ee,0x942b…58ee,0,96300,285.8858813
1238,0x7ba8…c204,0x7ba8…c204,0,96300,285.8858813
1239,0xa5df…14f7,0xa5df…14f7,0,96300,285.8858813
1240,0x6269…b7ba,0x6269…b7ba,0,96300,285.8858813
1241,0x8326…ca9d,0x8326…ca9d,0,96300,285.8858813
1242,0x19db…f066,0x19db…f066,0,96300,285.8858813
1243,0x42a4…eb8d,0x42a4…eb8d,0,96300,285.8858813
1244,0x4086…25d5,0x4086…25d5,0,96300,285.8858813
1245,0x27da…3b3b,0x27da…3b3b,0,96300,285.8858813
1246,0xd8f6…53ba,0xd8f6…53ba,0,96300,285.8858813
1247,0xdb28…fc48,0xdb28…fc48,0,96300,285.8858813
1248,0x21de…ae5d,0x21de…ae5d,0,96300,285.8858813
1249,0x4d7b…b7de,0x4d7b…b7de,0,96300,285.8858813
1250,0x3a10…8f51,0x3a10…8f51,0,96300,285.8858813
1251,0x644b…3efd,0x644b…3efd,0,96300,285.8858813
1252,0xe476…8bba,0xe476…8bba,0,96300,285.8858813
1253,0xc71c…8044,0xc71c…8044,0,96300,285.8858813
1254,0x0741…19c2,0x0741…19c2,0,96300,285.8858813
1255,0xbe83…b3fb,0xbe83…b3fb,0,96300,285.8858813
1256,0x37a3…c289,0x37a3…c289,0,96300,285.8858813
1257,0xfcd6…43e0,0xfcd6…43e0,0,96300,285.8858813
1258,0xfaf9…c502,0xfaf9…c502,0,96300,285.8858813
1259,0x6363…0d77,0x6363…0d77,0,96300,285.8858813
1260,0x1a44…f89c,0x1a44…f89c,0,96300,285.8858813
1261,0x9646…7981,0x9646…7981,0,96300,285.8858813
1262,0x0758…10e5,0x0758…10e5,0,96300,285.8858813
1263,0x1b8d…fa71,0x1b8d…fa71,0,96300,285.8858813
1264,0x8cc0…1283,0x8cc0…1283,0,96300,285.8858813
1265,0xaf5e…5a57,0xaf5e…5a57,0,96300,285.8858813
1266,0x0c9e…db86,0x0c9e…db86,0,96300,285.8858813
1267,0x7543…d011,0x7543…d011,0,96300,285.8858813
1268,0x99f4…1ddb,0x99f4…1ddb,0,96300,285.8858813
1269,0x8344…f56f,0x8344…f56f,0,96300,285.8858813
1270,0xd28b…b3de,0xd28b…b3de,0,96300,285.8858813
1271,0x2624…2d3f,0x2624…2d3f,0,96300,285.8858813
1272,0x0827…b724,0x0827…b724,0,96300,285.8858813
1273,0x5f43…f8fc,0x5f43…f8fc,0,96300,285.8858813
1274,0x5ae2…3057,0x5ae2…3057,0,96300,285.8858813
1275,0x85d2…31ca,0x85d2…31ca,0,96300,285.8858813
1276,Peaceman8306,0xa108…a1d0,10900,96000,284.9952711
1277,0xe769…9e7f,0xe769…9e7f,200,95300,282.9171806
1278,0x21db…9c84,0x21db…9c84,0,95300,282.9171806
1279,MrBalls.eth,0x18e6…355e,3800,95200,282.6203105
1280,0xa1cb…271c,0xa1cb…271c,0,95100,282.3234404
1281,Kvasir,0x2e90…c4a3,5700,95000,282.0265704
1282,0xc93a…6242,0xc93a…6242,0,94800,281.4328302
1283,0x796b…e6ed,0x796b…e6ed,0,93700,278.1672594
1284,WickedWilder,0xb8fc…29af,8700,93500,277.5735193
1285,WichitaDAO,0xfee5…c57e,2600,93500,277.5735193
1286,0x535b…4998,0x535b…4998,0,93100,276.386039
1287,0xa53f…2807,0xa53f…2807,0,92800,275.4954287
1288,0x562a…7062,0x562a…7062,0,92800,275.4954287
1289,0x5780…75ce,0x5780…75ce,100,92700,275.1985587
1290,Ragencarnate,0x5e0e…0f38,56300,92600,274.9016886
1291,0x12c1…c397,0x12c1…c397,450,91300,271.0423776
1292,Wilder Samus,0x1c03…9bcd,6500,91000,270.1517674
1293,0xba5d…8572,0xba5d…8572,0,90500,268.667417
1294,0xe6ea…3a45,0xe6ea…3a45,0,90400,268.370547
1295,0x9e71…4ea5,0x9e71…4ea5,0,90000,267.1830667
